whack.data

50000 atoms
3 atom types
1 bond types
1 angle types
1 dihedral types
0.0 100 xlo xhi
0.0 100 ylo yhi
0.0 100 zlo zhi

Atoms

1 3 3 50 50 50 
2 3 3 50 50 51 
3 3 3 50 50 52 
4 3 3 50 50 53 
5 3 3 50 50 54 
6 3 3 50 50 55 
7 3 3 50 50 56 
8 3 3 50 50 57 
9 3 3 50 50 58 
10 3 3 50 50 59 
11 1 1 50 50 65 
12 2 2 50 50 70 
13 2 2 50 50 72 
14 2 2 50 50 74 
15 2 2 50 50 76 
16 2 2 50 50 80 
17 2 2 50 50 82 
18 2 2 50 50 84 
19 2 2 50 50 86 
20 2 2 50 50 88 
21 3 3 50 50 50 
22 3 3 50 50 51 
23 3 3 50 50 52 
24 3 3 50 50 53 
25 3 3 50 50 54 
26 3 3 50 50 55 
27 3 3 50 50 56 
28 3 3 50 50 57 
29 3 3 51 50 58 
30 3 3 51 50 59 
31 1 1 51 50 65 
32 2 2 52 50 70 
33 2 2 52 50 72 
34 2 2 53 50 74 
35 2 2 53 50 76 
36 2 2 53 50 80 
37 2 2 54 50 82 
38 2 2 54 50 84 
39 2 2 54 50 86 
40 2 2 54 50 88 
41 3 3 50 50 50 
42 3 3 50 50 50 
43 3 3 50 50 51 
44 3 3 50 50 52 
45 3 3 51 50 53 
46 3 3 51 50 54 
47 3 3 51 50 55 
48 3 3 51 50 56 
49 3 3 52 50 57 
50 3 3 52 50 58 
51 1 1 53 50 64 
52 2 2 55 50 69 
53 2 2 55 50 71 
54 2 2 56 50 73 
55 2 2 56 50 75 
56 2 2 57 50 79 
57 2 2 58 50 81 
58 2 2 58 50 83 
59 2 2 59 50 85 
60 2 2 59 50 87 
61 3 3 50 50 50 
62 3 3 50 50 50 
63 3 3 50 50 51 
64 3 3 51 50 52 
65 3 3 51 50 53 
66 3 3 51 50 54 
67 3 3 52 50 55 
68 3 3 52 50 56 
69 3 3 53 50 57 
70 3 3 53 50 58 
71 1 1 55 50 64 
72 2 2 57 50 68 
73 2 2 58 50 70 
74 2 2 59 50 72 
75 2 2 59 50 74 
76 2 2 61 50 78 
77 2 2 62 50 80 
78 2 2 63 50 82 
79 2 2 63 50 84 
80 2 2 64 50 85 
81 3 3 50 50 50 
82 3 3 50 50 50 
83 3 3 51 50 51 
84 3 3 51 50 52 
85 3 3 52 50 53 
86 3 3 52 50 54 
87 3 3 53 50 55 
88 3 3 53 50 56 
89 3 3 54 50 57 
90 3 3 54 50 58 
91 1 1 57 50 63 
92 2 2 60 50 67 
93 2 2 61 50 69 
94 2 2 62 50 71 
95 2 2 63 50 73 
96 2 2 65 50 76 
97 2 2 66 50 78 
98 2 2 67 50 80 
99 2 2 68 50 82 
100 2 2 69 50 83 
101 3 3 50 50 50 
102 3 3 50 50 50 
103 3 3 51 50 51 
104 3 3 51 50 52 
105 3 3 52 50 53 
106 3 3 53 50 54 
107 3 3 53 50 54 
108 3 3 54 50 55 
109 3 3 54 50 56 
110 3 3 55 50 57 
111 1 1 59 50 62 
112 2 2 62 50 66 
113 2 2 63 50 67 
114 2 2 64 50 69 
115 2 2 65 50 71 
116 2 2 68 50 74 
117 2 2 69 50 76 
118 2 2 70 50 77 
119 2 2 71 50 79 
120 2 2 73 50 81 
121 3 3 50 50 50 
122 3 3 50 50 50 
123 3 3 51 50 51 
124 3 3 52 50 52 
125 3 3 52 50 52 
126 3 3 53 50 53 
127 3 3 54 50 54 
128 3 3 54 50 55 
129 3 3 55 50 55 
130 3 3 56 50 56 
131 1 1 60 50 60 
132 2 2 64 50 64 
133 2 2 65 50 66 
134 2 2 67 50 67 
135 2 2 68 50 69 
136 2 2 71 50 71 
137 2 2 72 50 73 
138 2 2 74 50 74 
139 2 2 75 50 76 
140 2 2 76 50 77 
141 3 3 50 50 50 
142 3 3 50 50 50 
143 3 3 51 50 51 
144 3 3 52 50 51 
145 3 3 53 50 52 
146 3 3 53 50 53 
147 3 3 54 50 53 
148 3 3 55 50 54 
149 3 3 56 50 55 
150 3 3 57 50 55 
151 1 1 61 50 59 
152 2 2 65 50 62 
153 2 2 67 50 63 
154 2 2 69 50 65 
155 2 2 70 50 66 
156 2 2 73 50 69 
157 2 2 75 50 70 
158 2 2 77 50 71 
159 2 2 78 50 72 
160 2 2 80 50 74 
161 3 3 50 50 50 
162 3 3 50 50 50 
163 3 3 51 50 51 
164 3 3 52 50 51 
165 3 3 53 50 52 
166 3 3 54 50 52 
167 3 3 55 50 53 
168 3 3 56 50 53 
169 3 3 56 50 54 
170 3 3 57 50 54 
171 1 1 63 50 57 
172 2 2 67 50 60 
173 2 2 69 50 61 
174 2 2 70 50 62 
175 2 2 72 50 63 
176 2 2 76 50 65 
177 2 2 77 50 66 
178 2 2 79 50 67 
179 2 2 81 50 69 
180 2 2 83 50 70 
181 3 3 50 50 50 
182 3 3 50 50 50 
183 3 3 51 50 50 
184 3 3 52 50 51 
185 3 3 53 50 51 
186 3 3 54 50 52 
187 3 3 55 50 52 
188 3 3 56 50 52 
189 3 3 57 50 53 
190 3 3 58 50 53 
191 1 1 63 50 56 
192 2 2 68 50 58 
193 2 2 70 50 59 
194 2 2 72 50 59 
195 2 2 74 50 60 
196 2 2 77 50 62 
197 2 2 79 50 63 
198 2 2 81 50 64 
199 2 2 83 50 64 
200 2 2 85 50 65 
201 3 3 50 50 50 
202 3 3 50 50 50 
203 3 3 51 50 50 
204 3 3 52 50 50 
205 3 3 53 50 51 
206 3 3 54 50 51 
207 3 3 55 50 51 
208 3 3 56 50 52 
209 3 3 57 50 52 
210 3 3 58 50 52 
211 1 1 64 50 54 
212 2 2 69 50 55 
213 2 2 71 50 56 
214 2 2 73 50 56 
215 2 2 75 50 57 
216 2 2 79 50 58 
217 2 2 81 50 59 
218 2 2 83 50 59 
219 2 2 85 50 60 
220 2 2 87 50 61 
221 3 3 50 50 50 
222 3 3 51 50 50 
223 3 3 52 50 50 
224 3 3 53 50 50 
225 3 3 54 50 50 
226 3 3 55 50 50 
227 3 3 56 50 50 
228 3 3 57 50 51 
229 3 3 58 50 51 
230 3 3 59 50 51 
231 1 1 65 50 52 
232 2 2 70 50 53 
233 2 2 72 50 53 
234 2 2 74 50 53 
235 2 2 76 50 54 
236 2 2 80 50 54 
237 2 2 82 50 55 
238 2 2 84 50 55 
239 2 2 86 50 55 
240 2 2 88 50 56 
241 3 3 50 50 50 
242 3 3 51 50 50 
243 3 3 52 50 50 
244 3 3 53 50 50 
245 3 3 54 50 50 
246 3 3 55 50 50 
247 3 3 56 50 50 
248 3 3 57 50 50 
249 3 3 58 50 50 
250 3 3 59 50 50 
251 1 1 65 50 50 
252 2 2 70 50 50 
253 2 2 72 50 50 
254 2 2 74 50 50 
255 2 2 76 50 50 
256 2 2 80 50 50 
257 2 2 82 50 51 
258 2 2 84 50 51 
259 2 2 86 50 51 
260 2 2 88 50 51 
261 3 3 50 50 50 
262 3 3 51 50 50 
263 3 3 52 50 50 
264 3 3 53 50 50 
265 3 3 54 50 50 
266 3 3 55 50 50 
267 3 3 56 50 50 
268 3 3 57 50 50 
269 3 3 58 50 50 
270 3 3 59 50 50 
271 1 1 65 50 49 
272 2 2 70 50 49 
273 2 2 72 50 48 
274 2 2 74 50 48 
275 2 2 76 50 48 
276 2 2 80 50 48 
277 2 2 82 50 47 
278 2 2 84 50 47 
279 2 2 86 50 47 
280 2 2 88 50 47 
281 3 3 50 50 50 
282 3 3 50 50 50 
283 3 3 51 50 50 
284 3 3 52 50 50 
285 3 3 53 50 50 
286 3 3 54 50 49 
287 3 3 55 50 49 
288 3 3 56 50 49 
289 3 3 57 50 49 
290 3 3 58 50 48 
291 1 1 64 50 47 
292 2 2 69 50 46 
293 2 2 71 50 46 
294 2 2 73 50 45 
295 2 2 75 50 45 
296 2 2 79 50 44 
297 2 2 81 50 43 
298 2 2 83 50 43 
299 2 2 85 50 42 
300 2 2 87 50 42 
301 3 3 50 50 50 
302 3 3 50 50 50 
303 3 3 51 50 50 
304 3 3 52 50 49 
305 3 3 53 50 49 
306 3 3 54 50 49 
307 3 3 55 50 48 
308 3 3 56 50 48 
309 3 3 57 50 48 
310 3 3 58 50 47 
311 1 1 64 50 45 
312 2 2 69 50 43 
313 2 2 71 50 43 
314 2 2 72 50 42 
315 2 2 74 50 41 
316 2 2 78 50 40 
317 2 2 80 50 39 
318 2 2 82 50 39 
319 2 2 84 50 38 
320 2 2 86 50 37 
321 3 3 50 50 50 
322 3 3 50 50 50 
323 3 3 51 50 50 
324 3 3 52 50 49 
325 3 3 53 50 49 
326 3 3 54 50 48 
327 3 3 55 50 48 
328 3 3 56 50 47 
329 3 3 57 50 47 
330 3 3 58 50 46 
331 1 1 63 50 43 
332 2 2 68 50 41 
333 2 2 69 50 40 
334 2 2 71 50 39 
335 2 2 73 50 38 
336 2 2 77 50 36 
337 2 2 78 50 35 
338 2 2 80 50 34 
339 2 2 82 50 34 
340 2 2 84 50 33 
341 3 3 50 50 50 
342 3 3 50 50 50 
343 3 3 51 50 49 
344 3 3 52 50 49 
345 3 3 53 50 48 
346 3 3 54 50 48 
347 3 3 55 50 47 
348 3 3 55 50 46 
349 3 3 56 50 46 
350 3 3 57 50 45 
351 1 1 62 50 42 
352 2 2 66 50 39 
353 2 2 68 50 38 
354 2 2 70 50 36 
355 2 2 71 50 35 
356 2 2 75 50 33 
357 2 2 76 50 32 
358 2 2 78 50 31 
359 2 2 80 50 29 
360 2 2 81 50 28 
361 3 3 50 50 50 
362 3 3 50 50 50 
363 3 3 51 50 49 
364 3 3 52 50 48 
365 3 3 53 50 48 
366 3 3 53 50 47 
367 3 3 54 50 46 
368 3 3 55 50 46 
369 3 3 56 50 45 
370 3 3 56 50 44 
371 1 1 61 50 40 
372 2 2 65 50 37 
373 2 2 66 50 35 
374 2 2 68 50 34 
375 2 2 69 50 33 
376 2 2 72 50 30 
377 2 2 74 50 29 
378 2 2 75 50 27 
379 2 2 77 50 26 
380 2 2 78 50 24 
381 3 3 50 50 50 
382 3 3 50 50 50 
383 3 3 51 50 49 
384 3 3 51 50 48 
385 3 3 52 50 47 
386 3 3 53 50 47 
387 3 3 53 50 46 
388 3 3 54 50 45 
389 3 3 55 50 44 
390 3 3 55 50 44 
391 1 1 59 50 39 
392 2 2 63 50 35 
393 2 2 64 50 33 
394 2 2 65 50 32 
395 2 2 67 50 30 
396 2 2 69 50 27 
397 2 2 71 50 26 
398 2 2 72 50 24 
399 2 2 73 50 23 
400 2 2 75 50 21 
401 3 3 50 50 50 
402 3 3 50 50 50 
403 3 3 51 50 49 
404 3 3 51 50 48 
405 3 3 52 50 47 
406 3 3 52 50 46 
407 3 3 53 50 45 
408 3 3 53 50 45 
409 3 3 54 50 44 
410 3 3 55 50 43 
411 1 1 58 50 38 
412 2 2 61 50 33 
413 2 2 62 50 32 
414 2 2 63 50 30 
415 2 2 64 50 28 
416 2 2 66 50 25 
417 2 2 67 50 23 
418 2 2 68 50 21 
419 2 2 70 50 20 
420 2 2 71 50 18 
421 3 3 50 50 50 
422 3 3 50 50 50 
423 3 3 50 50 49 
424 3 3 51 50 48 
425 3 3 51 50 47 
426 3 3 52 50 46 
427 3 3 52 50 45 
428 3 3 53 50 44 
429 3 3 53 50 43 
430 3 3 53 50 42 
431 1 1 56 50 37 
432 2 2 58 50 32 
433 2 2 59 50 30 
434 2 2 60 50 28 
435 2 2 61 50 27 
436 2 2 63 50 23 
437 2 2 64 50 21 
438 2 2 65 50 19 
439 2 2 65 50 17 
440 2 2 66 50 16 
441 3 3 50 50 50 
442 3 3 50 50 50 
443 3 3 50 50 49 
444 3 3 50 50 48 
445 3 3 51 50 47 
446 3 3 51 50 46 
447 3 3 51 50 45 
448 3 3 52 50 44 
449 3 3 52 50 43 
450 3 3 52 50 42 
451 1 1 54 50 36 
452 2 2 56 50 31 
453 2 2 57 50 29 
454 2 2 57 50 27 
455 2 2 58 50 25 
456 2 2 59 50 21 
457 2 2 60 50 20 
458 2 2 60 50 18 
459 2 2 61 50 16 
460 2 2 62 50 14 
461 3 3 50 50 50 
462 3 3 50 50 49 
463 3 3 50 50 48 
464 3 3 50 50 47 
465 3 3 50 50 46 
466 3 3 50 50 45 
467 3 3 51 50 44 
468 3 3 51 50 43 
469 3 3 51 50 42 
470 3 3 51 50 41 
471 1 1 52 50 35 
472 2 2 53 50 30 
473 2 2 54 50 28 
474 2 2 54 50 26 
475 2 2 55 50 24 
476 2 2 55 50 20 
477 2 2 56 50 18 
478 2 2 56 50 16 
479 2 2 57 50 14 
480 2 2 57 50 12 
481 3 3 50 50 50 
482 3 3 50 50 49 
483 3 3 50 50 48 
484 3 3 50 50 47 
485 3 3 50 50 46 
486 3 3 50 50 45 
487 3 3 50 50 44 
488 3 3 50 50 43 
489 3 3 50 50 42 
490 3 3 50 50 41 
491 1 1 50 50 35 
492 2 2 51 50 30 
493 2 2 51 50 28 
494 2 2 51 50 26 
495 2 2 51 50 24 
496 2 2 51 50 20 
497 2 2 52 50 18 
498 2 2 52 50 16 
499 2 2 52 50 14 
500 2 2 52 50 12 
501 3 3 50 50 50 
502 3 3 50 50 49 
503 3 3 50 50 48 
504 3 3 50 50 47 
505 3 3 50 50 46 
506 3 3 50 50 45 
507 3 3 50 50 44 
508 3 3 50 50 43 
509 3 3 50 50 42 
510 3 3 50 50 41 
511 1 1 50 50 35 
512 2 2 49 50 30 
513 2 2 49 50 28 
514 2 2 49 50 26 
515 2 2 49 50 24 
516 2 2 49 50 20 
517 2 2 48 50 18 
518 2 2 48 50 16 
519 2 2 48 50 14 
520 2 2 48 50 12 
521 3 3 50 50 50 
522 3 3 50 50 49 
523 3 3 50 50 48 
524 3 3 50 50 47 
525 3 3 50 50 46 
526 3 3 50 50 45 
527 3 3 49 50 44 
528 3 3 49 50 43 
529 3 3 49 50 42 
530 3 3 49 50 41 
531 1 1 48 50 35 
532 2 2 47 50 30 
533 2 2 46 50 28 
534 2 2 46 50 26 
535 2 2 45 50 24 
536 2 2 45 50 20 
537 2 2 44 50 18 
538 2 2 44 50 16 
539 2 2 43 50 14 
540 2 2 43 50 12 
541 3 3 50 50 50 
542 3 3 50 50 50 
543 3 3 50 50 49 
544 3 3 50 50 48 
545 3 3 49 50 47 
546 3 3 49 50 46 
547 3 3 49 50 45 
548 3 3 48 50 44 
549 3 3 48 50 43 
550 3 3 48 50 42 
551 1 1 46 50 36 
552 2 2 44 50 31 
553 2 2 43 50 29 
554 2 2 43 50 27 
555 2 2 42 50 25 
556 2 2 41 50 21 
557 2 2 40 50 20 
558 2 2 40 50 18 
559 2 2 39 50 16 
560 2 2 38 50 14 
561 3 3 50 50 50 
562 3 3 50 50 50 
563 3 3 50 50 49 
564 3 3 49 50 48 
565 3 3 49 50 47 
566 3 3 48 50 46 
567 3 3 48 50 45 
568 3 3 47 50 44 
569 3 3 47 50 43 
570 3 3 47 50 42 
571 1 1 44 50 37 
572 2 2 42 50 32 
573 2 2 41 50 30 
574 2 2 40 50 28 
575 2 2 39 50 27 
576 2 2 37 50 23 
577 2 2 36 50 21 
578 2 2 35 50 19 
579 2 2 35 50 17 
580 2 2 34 50 16 
581 3 3 50 50 50 
582 3 3 50 50 50 
583 3 3 49 50 49 
584 3 3 49 50 48 
585 3 3 48 50 47 
586 3 3 48 50 46 
587 3 3 47 50 45 
588 3 3 47 50 45 
589 3 3 46 50 44 
590 3 3 45 50 43 
591 1 1 42 50 38 
592 2 2 39 50 33 
593 2 2 38 50 32 
594 2 2 37 50 30 
595 2 2 36 50 28 
596 2 2 34 50 25 
597 2 2 33 50 23 
598 2 2 32 50 21 
599 2 2 30 50 20 
600 2 2 29 50 18 
601 3 3 50 50 50 
602 3 3 50 50 50 
603 3 3 49 50 49 
604 3 3 49 50 48 
605 3 3 48 50 47 
606 3 3 47 50 47 
607 3 3 47 50 46 
608 3 3 46 50 45 
609 3 3 45 50 44 
610 3 3 45 50 44 
611 1 1 41 50 39 
612 2 2 37 50 35 
613 2 2 36 50 33 
614 2 2 35 50 32 
615 2 2 33 50 30 
616 2 2 31 50 27 
617 2 2 29 50 26 
618 2 2 28 50 24 
619 2 2 27 50 23 
620 2 2 25 50 21 
621 3 3 50 50 50 
622 3 3 50 50 50 
623 3 3 49 50 49 
624 3 3 48 50 48 
625 3 3 47 50 48 
626 3 3 47 50 47 
627 3 3 46 50 46 
628 3 3 45 50 46 
629 3 3 44 50 45 
630 3 3 44 50 44 
631 1 1 39 50 40 
632 2 2 35 50 37 
633 2 2 34 50 35 
634 2 2 32 50 34 
635 2 2 31 50 33 
636 2 2 28 50 30 
637 2 2 26 50 29 
638 2 2 25 50 27 
639 2 2 23 50 26 
640 2 2 22 50 24 
641 3 3 50 50 50 
642 3 3 50 50 50 
643 3 3 49 50 49 
644 3 3 48 50 49 
645 3 3 47 50 48 
646 3 3 46 50 48 
647 3 3 45 50 47 
648 3 3 45 50 46 
649 3 3 44 50 46 
650 3 3 43 50 45 
651 1 1 38 50 42 
652 2 2 34 50 39 
653 2 2 32 50 38 
654 2 2 30 50 36 
655 2 2 29 50 35 
656 2 2 25 50 33 
657 2 2 24 50 32 
658 2 2 22 50 31 
659 2 2 20 50 29 
660 2 2 19 50 28 
661 3 3 50 50 50 
662 3 3 50 50 50 
663 3 3 49 50 50 
664 3 3 48 50 49 
665 3 3 47 50 49 
666 3 3 46 50 48 
667 3 3 45 50 48 
668 3 3 44 50 47 
669 3 3 43 50 47 
670 3 3 42 50 46 
671 1 1 37 50 43 
672 2 2 32 50 41 
