# Time-averaged data for fix mNm2
# TimeStep v_ETens v_SZZ v_SXX v_Fx v_Fy v_Fz v_strain v_ETens v_diameter
24300 26.7985 50120.3 -23410.7 -8.44444e-17 2.07072e-18 -9.50579e-16 -3.39892 26.7985 -18.4237
24400 26.8018 49255.1 -23656.3 -8.91924e-17 -4.00545e-19 -1.24224e-15 -3.39567 26.8018 -18.3987
24500 26.805 48403.4 -23887.2 -2.52983e-16 -2.42255e-18 -1.19206e-15 -3.39241 26.805 -18.3737
24600 26.8083 47588.2 -24252 -6.08167e-16 1.90338e-18 -1.58827e-15 -3.38916 26.8083 -18.3487
24700 26.8115 46738.8 -24630.9 -1.25993e-15 -5.75779e-19 -1.10148e-15 -3.3859 26.8115 -18.3237
24800 26.8148 45854.5 -24968.2 -1.72145e-15 1.53679e-18 -3.34121e-16 -3.38265 26.8148 -18.2987
24900 26.8181 45032 -25404.1 -1.68358e-15 2.23461e-18 -1.93281e-17 -3.37939 26.8181 -18.2737
25000 26.8213 44256 -25917.8 -2.23361e-15 2.09244e-18 3.1257e-16 -3.37614 26.8213 -18.2487
25100 26.8246 43508 -26480 -2.53197e-15 7.95195e-19 2.71473e-16 -3.37288 26.8246 -18.2237
25200 26.8278 42774.6 -27064.1 -2.77657e-15 -1.98856e-18 4.55992e-16 -3.36963 26.8278 -18.1987
25300 26.8311 42049.2 -27650.7 -3.04018e-15 -1.02112e-18 9.19386e-16 -3.36637 26.8311 -18.1737
25400 26.8343 41331 -28227.8 -3.16769e-15 -2.07489e-19 1.02198e-15 -3.36312 26.8343 -18.1487
25500 26.8376 40622.6 -28789.3 -3.68943e-15 3.31529e-18 9.53644e-16 -3.35986 26.8376 -18.1237
25600 26.8408 39928.6 -29332.8 -4.48029e-15 -5.98005e-19 1.21335e-15 -3.3566 26.8408 -18.0987
25700 26.8441 39253.9 -29858.4 -4.66797e-15 -1.36067e-19 1.48176e-15 -3.35335 26.8441 -18.0737
25800 26.8473 38603.5 -30367.1 -4.71138e-15 -9.73681e-19 1.44191e-15 -3.35009 26.8473 -18.0487
25900 26.8506 37981.9 -30860.2 -4.9616e-15 -1.62102e-18 1.27584e-15 -3.34684 26.8506 -18.0237
26000 26.8539 37393.3 -31339.3 -5.2487e-15 2.44006e-18 1.46508e-15 -3.34358 26.8539 -17.9987
26100 26.8571 36841.4 -31805.7 -5.38366e-15 5.9787e-19 1.56991e-15 -3.34033 26.8571 -17.9737
26200 26.8604 36329.8 -32260.7 -5.06864e-15 -2.19978e-18 2.20957e-15 -3.33707 26.8604 -17.9487
26300 26.8636 35689.6 -32786.1 -8.74138e-15 -6.37037e-19 3.87951e-15 -3.33382 26.8636 -17.9237
26400 26.8669 34483.5 -33605.5 -9.84482e-15 -5.4366e-19 4.52691e-15 -3.33056 26.8669 -17.8987
26500 26.8701 33543.3 -34341.7 -7.38751e-15 1.04985e-18 4.07861e-15 -3.32731 26.8701 -17.8737
26600 26.8734 32943.7 -34947.7 -5.56813e-15 -1.88566e-18 3.59393e-15 -3.32405 26.8734 -17.8487
26700 26.8766 32624.1 -35441.4 -3.62493e-15 -2.10539e-19 3.13655e-15 -3.3208 26.8766 -17.8237
26800 26.8799 32511.9 -35850.2 -2.2478e-15 1.98836e-18 2.45605e-15 -3.31754 26.8799 -17.7987
26900 26.8832 32541.9 -36201.6 -1.45504e-15 -2.25846e-18 2.37249e-15 -3.31429 26.8832 -17.7737
27000 26.8864 32687.2 -36516.5 -4.00215e-16 -7.87571e-19 2.33072e-15 -3.31103 26.8864 -17.7487
27100 26.8897 32930.5 -36812.6 -2.00688e-16 -1.01159e-18 2.71109e-15 -3.30778 26.8897 -17.7237
27200 26.8929 33226 -37106.5 1.16376e-16 -9.89182e-19 2.70012e-15 -3.30452 26.8929 -17.6987
27300 26.8962 33563.5 -37407.1 -1.37802e-16 1.86049e-18 2.35421e-15 -3.30127 26.8962 -17.6737
27400 26.8994 33938.7 -37720 -6.14378e-16 -1.08854e-18 2.78588e-15 -3.29801 26.8994 -17.6487
27500 26.9027 34350.7 -38048.7 -6.49411e-16 7.76289e-19 2.61927e-15 -3.29476 26.9027 -17.6237
27600 26.9059 34800.1 -38395 -4.78307e-17 2.03613e-18 2.82403e-15 -3.2915 26.9059 -17.5987
27700 26.9092 35287.6 -38759.4 -1.62778e-16 1.92554e-18 2.74063e-15 -3.28825 26.9092 -17.5737
27800 26.9125 35813.9 -39141.7 -8.30759e-17 5.5728e-19 2.58208e-15 -3.28499 26.9125 -17.5487
27900 26.9157 36378.7 -39541 -1.42022e-16 2.09251e-18 2.96181e-15 -3.28174 26.9157 -17.5237
28000 26.919 36981.1 -39955.9 5.17034e-17 1.46367e-18 2.76931e-15 -3.27848 26.919 -17.4987
28100 26.9222 37257.8 -40447.5 -1.88349e-14 1.14709e-18 4.17117e-15 -3.27522 26.9222 -17.4737
28200 26.9255 35862.7 -41316.2 -2.93753e-14 1.92337e-18 3.79989e-15 -3.27197 26.9255 -17.4487
28300 26.9287 35097.2 -42220.7 -1.69028e-14 -2.60209e-19 1.73087e-15 -3.26871 26.9287 -17.4237
28400 26.932 35114.9 -43049.1 -8.7353e-15 3.23092e-19 -9.54438e-16 -3.26546 26.932 -17.3987
28500 26.9352 34725.5 -43860.3 -1.90678e-14 1.82146e-18 -6.5024e-15 -3.2622 26.9352 -17.3737
28600 26.9385 33216.6 -44807.1 -2.37438e-14 3.94866e-18 -3.13272e-15 -3.25895 26.9385 -17.3487
28700 26.9417 31934.5 -45257 -3.08019e-14 -1.30538e-18 -2.26034e-17 -3.25569 26.9417 -17.3237
28800 26.945 30262.5 -46231.1 -1.81541e-14 4.59051e-18 -1.71954e-16 -3.25244 26.945 -17.2987
28900 26.9483 27035.4 -48171.2 -3.59238e-15 -5.42101e-19 3.70645e-15 -3.24918 26.9483 -17.2737
29000 26.9515 25036.5 -50021.2 2.73048e-14 1.03216e-18 8.22237e-15 -3.24593 26.9515 -17.2487
29100 26.9548 24819.3 -51527.5 4.67227e-14 4.81386e-19 1.42079e-14 -3.24267 26.9548 -17.2237
29200 26.958 26158.9 -52449.2 4.66049e-14 1.90603e-18 1.41641e-14 -3.23942 26.958 -17.1987
29300 26.9613 27753 -52584.6 4.47438e-14 2.34405e-18 1.50688e-14 -3.23616 26.9613 -17.1737
29400 26.9645 28838 -52050.3 4.079e-14 -2.06432e-18 1.58573e-14 -3.23291 26.9645 -17.1487
29500 26.9678 30782.3 -51522.7 3.25247e-14 -3.25044e-18 1.51662e-14 -3.22965 26.9678 -17.1237
29600 26.971 33251 -51058.5 2.52546e-14 7.04731e-19 1.42355e-14 -3.2264 26.971 -17.0987
29700 26.9743 35388.9 -50564.5 1.99343e-14 7.24247e-19 1.18278e-14 -3.22314 26.9743 -17.0737
29800 26.9776 36207.9 -50611.5 3.75965e-14 -1.22298e-18 1.38625e-14 -3.21989 26.9776 -17.0487
29900 26.9808 33861.6 -52107.8 3.89709e-14 -9.15067e-19 1.3213e-14 -3.21663 26.9808 -17.0237
30000 26.9841 30870.5 -53781.3 2.81039e-14 1.72605e-18 9.74039e-15 -3.21338 26.9841 -16.9987
30100 26.9873 29451.4 -54672.8 1.50468e-14 1.54824e-18 6.17841e-16 -3.21012 26.9873 -16.9737
30200 26.9906 30016.2 -54936.7 4.25488e-15 -1.71304e-18 -1.44849e-17 -3.20687 26.9906 -16.9487
30300 26.9938 32339.3 -54753.5 -2.77113e-15 2.30718e-18 4.9844e-16 -3.20361 26.9938 -16.9237
30400 26.9971 35547.6 -54331.7 -7.13115e-15 1.5786e-18 1.36928e-15 -3.20035 26.9971 -16.8987
30500 27.0003 38478.1 -53769.1 -1.20001e-14 -1.73472e-20 5.96642e-15 -3.1971 27.0003 -16.8737
30600 27.0036 39791.8 -53577.1 1.90967e-14 4.00721e-18 3.70547e-14 -3.19384 27.0036 -16.8487
30700 27.0069 40303.2 -54141.1 4.08371e-14 -1.25767e-18 3.57262e-14 -3.19059 27.0069 -16.8237
30800 27.0101 39440.7 -54923.3 4.10149e-14 -1.25767e-19 2.99628e-14 -3.18733 27.0101 -16.7987
30900 27.0134 39804.5 -55296.8 1.03621e-14 2.64112e-18 1.54684e-14 -3.18408 27.0134 -16.7737
31000 27.0166 41185.7 -55439.5 -2.09011e-14 -1.01048e-18 4.43205e-15 -3.18082 27.0166 -16.7487
31100 27.0199 41558.6 -54828.6 -5.07308e-14 -2.94903e-19 9.5517e-15 -3.17757 27.0199 -16.7237
31200 27.0231 39078.1 -54432.2 -3.60392e-14 -2.99673e-18 1.09119e-14 -3.17431 27.0231 -16.6987
31300 27.0264 35065.9 -54596.3 -3.20525e-14 -5.11743e-19 -6.37207e-17 -3.17106 27.0264 -16.6737
31400 27.0296 31304.7 -54723.6 -4.70581e-14 1.0018e-18 -1.1712e-14 -3.1678 27.0296 -16.6487
31500 27.0329 29141.6 -54822.5 -4.67994e-14 1.25767e-19 -1.36552e-14 -3.16455 27.0329 -16.6237
31600 27.0361 30078.5 -54602.7 -4.19985e-14 3.73833e-18 -1.27647e-14 -3.16129 27.0361 -16.5987
31700 27.0394 32540.8 -54333.2 -4.44644e-14 2.60209e-19 -6.20534e-15 -3.15804 27.0394 -16.5737
31800 27.0427 35465.1 -54143.7 -4.15941e-14 -2.40259e-18 -4.34982e-15 -3.15478 27.0427 -16.5487
31900 27.0459 38686.2 -53958.8 -3.86681e-14 -8.71699e-19 -5.03194e-15 -3.15153 27.0459 -16.5237
32000 27.0492 41829.9 -53713.8 -3.02665e-14 -1.76074e-18 -5.16765e-16 -3.14827 27.0492 -16.4987
32100 27.0524 43340 -53220.5 -3.04303e-14 -2.2508e-18 4.81313e-15 -3.14502 27.0524 -16.4737
32200 27.0557 43365.2 -52931.6 -3.99541e-14 1.25767e-18 -9.43432e-15 -3.14176 27.0557 -16.4487
32300 27.0589 43415.1 -52633.4 -3.01848e-14 -2.77122e-18 -9.89326e-15 -3.13851 27.0589 -16.4237
32400 27.0622 43849.5 -52404 -3.31773e-14 1.19696e-18 -1.99877e-14 -3.13525 27.0622 -16.3987
32500 27.0654 44723.9 -52246.6 -2.44695e-14 -7.89299e-19 -1.62647e-14 -3.132 27.0654 -16.3737
32600 27.0687 45958.8 -52157.9 -1.94728e-14 -3.33934e-19 -1.2744e-14 -3.12874 27.0687 -16.3487
32700 27.072 47299.2 -52119.5 -1.52638e-14 4.64039e-19 -8.41438e-15 -3.12549 27.072 -16.3237
32800 27.0752 47800.8 -52465.6 -1.40764e-14 4.33681e-21 1.26083e-14 -3.12223 27.0752 -16.2987
32900 27.0785 47224.7 -53348.9 -1.36875e-14 1.20563e-18 1.50768e-14 -3.11897 27.0785 -16.2737
33000 27.0817 47112.7 -53910.3 -1.1312e-14 -3.5345e-18 9.54021e-15 -3.11572 27.0817 -16.2487
33100 27.085 47356.6 -54149.3 -1.19103e-14 1.35308e-18 1.64845e-15 -3.11246 27.085 -16.2237
33200 27.0882 46485.6 -54682.5 -1.1493e-14 -9.97466e-19 -1.34997e-14 -3.10921 27.0882 -16.1987
33300 27.0915 42815.1 -55445.1 6.23293e-15 -1.24466e-18 -1.38588e-14 -3.10595 27.0915 -16.1737
33400 27.0947 38077.7 -56544.3 2.76866e-14 -3.92048e-18 1.83803e-14 -3.1027 27.0947 -16.1487
33500 27.098 33607.2 -57761.9 2.85109e-14 3.5822e-18 2.81506e-14 -3.09944 27.098 -16.1237
33600 27.1013 31618.1 -58037.7 9.377e-15 3.25261e-19 1.66212e-14 -3.09619 27.1013 -16.0987
33700 27.1045 31442.2 -57600.8 -1.56931e-14 4.3238e-18 4.76468e-15 -3.09293 27.1045 -16.0737
33800 27.1078 31908 -57040.5 -3.50568e-14 -1.96024e-18 -1.1249e-15 -3.08968 27.1078 -16.0487
33900 27.111 32605.4 -56366.6 -3.11796e-14 9.2374e-19 -1.4388e-14 -3.08642 27.111 -16.0237
34000 27.1143 33170.3 -55612.7 -4.48855e-14 4.2067e-19 -2.15574e-14 -3.08317 27.1143 -15.9987
34100 27.1175 31903.9 -55033 -5.91429e-14 9.41087e-19 -2.57489e-14 -3.07991 27.1175 -15.9737
34200 27.1208 30641.2 -54563.2 -7.12573e-14 -4.62304e-18 -2.39361e-14 -3.07666 27.1208 -15.9487
34300 27.124 29609.2 -54273.2 -6.5067e-14 6.98226e-19 -2.50472e-14 -3.0734 27.124 -15.9237
34400 27.1273 28649.9 -54137.8 -3.29422e-14 -2.73653e-18 -1.12988e-14 -3.07015 27.1273 -15.8987
34500 27.1306 26486 -54724.2 3.429e-14 -2.0383e-19 1.23446e-14 -3.06689 27.1306 -15.8737
34600 27.1338 23553.5 -55503.2 8.34382e-15 1.22298e-18 5.83378e-15 -3.06364 27.1338 -15.8487
34700 27.1371 21414.1 -55763.8 -1.95572e-14 2.69316e-18 -4.57486e-15 -3.06038 27.1371 -15.8237
34800 27.1403 19358.5 -55684.1 -3.77797e-14 -2.11636e-18 -1.47551e-14 -3.05713 27.1403 -15.7987
34900 27.1436 17738.4 -55255.3 -4.96188e-14 1.30972e-18 -2.97306e-14 -3.05387 27.1436 -15.7737
35000 27.1468 16176.8 -54396.5 -5.58132e-14 -2.59341e-18 -3.13975e-14 -3.05062 27.1468 -15.7487
35100 27.1501 15024 -53422.6 -5.68062e-14 -4.16767e-18 -3.08361e-14 -3.04736 27.1501 -15.7237
35200 27.1533 14282.7 -52484.1 -5.61556e-14 9.88792e-19 -3.06387e-14 -3.0441 27.1533 -15.6987
35300 27.1566 13787.1 -51633.5 -5.20697e-14 4.02022e-18 -2.84311e-14 -3.04085 27.1566 -15.6737
35400 27.1598 13344.8 -50931 -5.14653e-14 2.42428e-18 -2.70032e-14 -3.03759 27.1598 -15.6487
35500 27.1631 11059 -50689.2 -7.40684e-14 -3.9465e-19 -2.98554e-14 -3.03434 27.1631 -15.6237
35600 27.1664 4085.52 -50731.3 -1.11222e-13 1.51788e-19 -2.93468e-14 -3.03108 27.1664 -15.5987
35700 27.1696 -1811.98 -49978.1 -8.89502e-14 2.25514e-18 -1.96214e-14 -3.02783 27.1696 -15.5737
35800 27.1729 -5096.22 -48970.1 -6.14287e-14 1.97325e-18 -1.20492e-14 -3.02457 27.1729 -15.5487
35900 27.1761 -6698.85 -48091.4 -1.67966e-14 -1.37477e-18 -1.6762e-14 -3.02132 27.1761 -15.5237
36000 27.1794 -9357.61 -48336.2 -1.34785e-14 4.71411e-18 -2.19019e-14 -3.01806 27.1794 -15.4987
36100 27.1826 -11973.2 -48934.9 -2.1208e-15 4.94396e-19 -1.6099e-14 -3.01481 27.1826 -15.4737
36200 27.1859 -14516.4 -49353.4 1.02388e-14 1.06685e-18 -1.05991e-14 -3.01155 27.1859 -15.4487
36300 27.1891 -15794.8 -49741.5 1.41639e-14 -6.93889e-20 -2.33908e-15 -3.0083 27.1891 -15.4237
36400 27.1924 -15970.2 -50143 1.61873e-14 4.98733e-19 3.09826e-15 -3.00504 27.1924 -15.3987
36500 27.1957 -15672.6 -50635.1 1.58444e-14 -1.47885e-18 6.86002e-15 -3.00179 27.1957 -15.3737
36600 27.1989 -15495.4 -51200.9 1.39228e-14 6.15827e-19 9.27031e-15 -2.99853 27.1989 -15.3487
36700 27.2022 -17246.4 -51329.1 1.4408e-14 -1.2013e-18 1.02991e-14 -2.99528 27.2022 -15.3237
36800 27.2054 -18977.7 -51295.4 1.11378e-14 1.71304e-18 1.33145e-14 -2.99202 27.2054 -15.2987
36900 27.2087 -21518.9 -51535.3 -3.83307e-14 2.98806e-18 2.87844e-14 -2.98877 27.2087 -15.2737
37000 27.2119 -24542.5 -51658 -3.53332e-14 5.42101e-19 2.49847e-14 -2.98551 27.2119 -15.2487
37100 27.2152 -26663.6 -52016.8 -5.24969e-15 2.5327e-18 4.08376e-14 -2.98226 27.2152 -15.2237
37200 27.2184 -27983.7 -52535.1 7.50499e-15 -4.38018e-19 3.41648e-14 -2.979 27.2184 -15.1987
37300 27.2217 -28832.5 -52871.5 1.23425e-14 1.36176e-18 2.04537e-14 -2.97575 27.2217 -15.1737
37400 27.225 -30588 -53476.8 2.78389e-14 -1.20563e-18 1.9492e-14 -2.97249 27.225 -15.1487
37500 27.2282 -32542.2 -54112.8 3.60932e-14 8.19657e-19 2.62284e-14 -2.96924 27.2282 -15.1237
37600 27.2315 -34508 -54770 4.44184e-14 -2.43729e-18 2.55052e-14 -2.96598 27.2315 -15.0987
37700 27.2347 -37105.6 -55546.9 4.53576e-14 -2.38958e-18 2.47988e-14 -2.96272 27.2347 -15.0737
37800 27.238 -40854.5 -56792.9 4.90688e-14 -3.09648e-18 2.51443e-14 -2.95947 27.238 -15.0487
37900 27.2412 -43228.6 -57362.3 5.38003e-14 -4.72712e-19 1.6928e-14 -2.95621 27.2412 -15.0237
38000 27.2445 -46104.6 -57085.8 2.37305e-14 9.28077e-19 2.44299e-14 -2.95296 27.2445 -14.9987
38100 27.2477 -50119.4 -56975.9 2.52238e-14 -1.17528e-18 5.05863e-14 -2.9497 27.2477 -14.9737
38200 27.251 -53610.2 -56662.6 4.20048e-14 2.93168e-18 3.04345e-14 -2.94645 27.251 -14.9487
38300 27.2542 -55616.6 -56242.4 4.4174e-14 2.34188e-19 1.6203e-14 -2.94319 27.2542 -14.9237
38400 27.2575 -56449.3 -55599.5 3.07204e-14 2.88398e-18 3.42852e-15 -2.93994 27.2575 -14.8987
38500 27.2608 -56975.7 -54737.6 3.72008e-14 -2.70617e-18 -3.16989e-15 -2.93668 27.2608 -14.8737
38600 27.264 -56952.8 -53981.2 3.67721e-14 -3.68629e-19 -3.94623e-15 -2.93343 27.264 -14.8487
38700 27.2673 -57872.5 -53291.1 -3.9344e-15 1.00614e-18 4.2018e-15 -2.93017 27.2673 -14.8237
38800 27.2705 -59995.5 -52422.2 -2.38091e-15 -1.34441e-19 5.9586e-16 -2.92692 27.2705 -14.7987
38900 27.2738 -61594.3 -51799.8 1.23656e-15 2.35055e-18 -1.03235e-15 -2.92366 27.2738 -14.7737
39000 27.277 -62492.6 -51429.1 1.51085e-14 1.67834e-18 -2.3997e-15 -2.92041 27.277 -14.7487
39100 27.2803 -65308.5 -51441.7 6.48449e-14 -3.1225e-18 1.07244e-14 -2.91715 27.2803 -14.7237
39200 27.2835 -67984.1 -51355.6 1.0741e-13 2.4156e-18 7.27548e-15 -2.9139 27.2835 -14.6987
39300 27.2868 -72190.8 -51125.4 7.95384e-14 -3.57787e-18 -3.12655e-15 -2.91064 27.2868 -14.6737
39400 27.2901 -78194.3 -51299.4 7.00675e-14 2.48065e-18 -3.28489e-15 -2.90739 27.2901 -14.6487
39500 27.2933 -82448.1 -51997.4 7.89864e-14 2.46331e-18 8.67432e-15 -2.90413 27.2933 -14.6237
39600 27.2966 -84191 -52163.4 9.42165e-14 -2.62811e-18 -1.83676e-15 -2.90088 27.2966 -14.5987
39700 27.2998 -86322.9 -51659.8 9.05458e-14 -7.32921e-18 -7.84541e-15 -2.89762 27.2998 -14.5737
39800 27.3031 -87493.3 -51056.2 8.07109e-14 -2.9924e-19 -2.06776e-14 -2.89437 27.3031 -14.5487
39900 27.3063 -88541.3 -50558 8.44769e-14 3.72966e-18 -6.85444e-14 -2.89111 27.3063 -14.5237
40000 27.3096 -90814.7 -50554.9 6.28658e-14 1.43548e-18 -6.53533e-14 -2.88785 27.3096 -14.4987
40100 27.3128 -91838.3 -51166.3 3.16097e-14 -3.46077e-18 -6.32343e-14 -2.8846 27.3128 -14.4737
40200 27.3161 -91720.4 -51289.6 3.3715e-14 1.82146e-19 -5.90302e-14 -2.88134 27.3161 -14.4487
40300 27.3194 -90361 -51088.2 5.75189e-14 -1.79978e-18 -5.56762e-14 -2.87809 27.3194 -14.4237
40400 27.3226 -88898 -50904.9 4.95421e-14 -9.93129e-19 -4.60897e-14 -2.87483 27.3226 -14.3987
40500 27.3259 -87810.9 -50699.7 4.28796e-14 -9.80119e-19 -3.5073e-14 -2.87158 27.3259 -14.3737
40600 27.3291 -87953.4 -50602.9 3.87202e-14 3.01842e-18 -3.80794e-14 -2.86832 27.3291 -14.3487
40700 27.3324 -88541.7 -50301.2 5.33967e-14 -4.4539e-18 -3.57495e-14 -2.86507 27.3324 -14.3237
40800 27.3356 -89712.2 -49758.3 5.59299e-14 3.19623e-18 -4.4054e-14 -2.86181 27.3356 -14.2987
40900 27.3389 -90276.1 -49182.6 4.70614e-14 -2.46764e-18 -5.03921e-14 -2.85856 27.3389 -14.2737
41000 27.3421 -89915.1 -48653.7 5.28186e-14 -1.30104e-18 -5.81241e-14 -2.8553 27.3421 -14.2487
41100 27.3454 -89438.7 -48189.3 6.24199e-14 -2.33754e-18 -6.37736e-14 -2.85205 27.3454 -14.2237
41200 27.3486 -89004.2 -47952.3 4.7245e-14 7.44196e-18 -6.61318e-14 -2.84879 27.3486 -14.1987
41300 27.3519 -89802.5 -47995.9 4.4808e-14 2.91434e-18 -7.11399e-14 -2.84554 27.3519 -14.1737
41400 27.3552 -95603.1 -49380.9 2.01566e-14 4.70544e-19 -8.72951e-14 -2.84228 27.3552 -14.1487
41500 27.3584 -101377 -50598.6 -5.85892e-14 -5.2844e-18 -8.91028e-14 -2.83903 27.3584 -14.1237
41600 27.3617 -104064 -50328.9 -3.17121e-14 1.32273e-19 -6.53886e-14 -2.83577 27.3617 -14.0987
41700 27.3649 -104890 -49950.3 1.00495e-14 1.02566e-18 -4.10757e-14 -2.83252 27.3649 -14.0737
41800 27.3682 -105388 -49504.5 -1.52328e-14 -7.67615e-19 -3.95017e-14 -2.82926 27.3682 -14.0487
41900 27.3714 -106430 -49412.2 2.61804e-16 -4.14707e-18 -1.86214e-14 -2.82601 27.3714 -14.0237
42000 27.3747 -106284 -48741.3 5.45564e-14 -1.28912e-18 -5.34199e-15 -2.82275 27.3747 -13.9987
42100 27.3779 -105345 -47669.7 9.87402e-14 6.52798e-18 -2.90276e-14 -2.8195 27.3779 -13.9737
42200 27.3812 -103923 -46313.2 1.17489e-13 5.51967e-18 -2.88686e-14 -2.81624 27.3812 -13.9487
42300 27.3845 -102541 -44872.1 1.26452e-13 1.18178e-18 -2.32688e-14 -2.81299 27.3845 -13.9237
42400 27.3877 -102962 -44355.8 1.14306e-13 -1.43874e-18 -1.67032e-15 -2.80973 27.3877 -13.8987
42500 27.391 -105314 -43015.3 9.80685e-14 -3.49276e-18 9.56833e-15 -2.80647 27.391 -13.8737
42600 27.3942 -106137 -41609.6 9.03733e-14 2.71809e-18 2.06114e-14 -2.80322 27.3942 -13.8487
42700 27.3975 -106495 -41077.4 6.72414e-14 2.4484e-18 -1.19758e-15 -2.79996 27.3975 -13.8237
42800 27.4007 -105713 -40817.2 5.50922e-14 2.05321e-18 -1.22212e-15 -2.79671 27.4007 -13.7987
42900 27.404 -104444 -40593.4 -1.34103e-14 4.09178e-18 6.80382e-14 -2.79345 27.404 -13.7737
43000 27.4072 -103714 -40972.2 -2.68442e-14 4.09828e-18 5.32227e-14 -2.7902 27.4072 -13.7487
43100 27.4105 -102895 -41480.8 -4.33588e-14 4.83012e-19 3.63451e-14 -2.78694 27.4105 -13.7237
43200 27.4138 -102292 -41550.3 -4.12001e-14 -3.03035e-18 2.13317e-14 -2.78369 27.4138 -13.6987
43300 27.417 -100843 -40869.4 -3.50315e-14 2.12829e-18 6.76375e-15 -2.78043 27.417 -13.6737
43400 27.4203 -99571.5 -40155.4 -3.94453e-14 1.14275e-18 -7.45027e-15 -2.77718 27.4203 -13.6487
43500 27.4235 -99895.3 -40595.4 -1.1994e-14 1.6263e-20 -1.84912e-14 -2.77392 27.4235 -13.6237
43600 27.4268 -101074 -40697.3 1.6473e-14 9.70361e-19 -2.53975e-14 -2.77067 27.4268 -13.5987
43700 27.43 -102050 -40322.2 3.11259e-14 -1.77267e-18 -2.30971e-14 -2.76741 27.43 -13.5737
43800 27.4333 -101586 -39958.8 6.46573e-14 -7.02563e-19 4.67731e-14 -2.76416 27.4333 -13.5487
43900 27.4365 -100557 -39607.5 5.75382e-14 -1.02566e-18 5.44156e-14 -2.7609 27.4365 -13.5237
44000 27.4398 -100060 -39952.4 4.54966e-14 -1.69136e-19 4.08877e-14 -2.75765 27.4398 -13.4987
44100 27.4431 -101835 -42732.4 3.22635e-14 1.22081e-18 3.53281e-14 -2.75439 27.4431 -13.4737
44200 27.4463 -101323 -43678.6 -1.41481e-14 -1.9971e-18 6.9408e-14 -2.75114 27.4463 -13.4487
44300 27.4496 -99612.8 -43274.3 -3.54098e-14 1.06252e-19 6.30822e-14 -2.74788 27.4496 -13.4237
44400 27.4528 -97763.9 -42382 -5.51026e-14 3.30031e-18 6.35323e-14 -2.74463 27.4528 -13.3987
44500 27.4561 -96282.7 -41439.5 -1.62136e-13 -1.66967e-18 3.69432e-14 -2.74137 27.4561 -13.3737
44600 27.4593 -95513.9 -40579.1 -2.86335e-13 1.04517e-18 -3.38901e-14 -2.73812 27.4593 -13.3487
44700 27.4626 -95358.4 -39809.1 -2.52777e-13 1.40513e-18 -6.66816e-14 -2.73486 27.4626 -13.3237
44800 27.4658 -95815.2 -39422.4 -1.94913e-13 -1.02349e-18 -6.57111e-14 -2.7316 27.4658 -13.2987
44900 27.4691 -96876.9 -39276 -1.46888e-13 -6.27103e-18 -7.1871e-14 -2.72835 27.4691 -13.2737
45000 27.4723 -98486.8 -38982 -1.12384e-13 2.21177e-19 -7.42937e-14 -2.72509 27.4723 -13.2487
45100 27.4756 -99599.7 -38679.5 -8.08317e-14 2.7452e-18 -7.01911e-14 -2.72184 27.4756 -13.2237
45200 27.4789 -100257 -38352.9 -5.90445e-14 -1.26635e-18 -6.24277e-14 -2.71858 27.4789 -13.1987
45300 27.4821 -101013 -38025.7 -4.71087e-14 -5.72459e-19 -4.56688e-14 -2.71533 27.4821 -13.1737
45400 27.4854 -101945 -37861 -5.02425e-14 -4.57967e-18 -3.02679e-14 -2.71207 27.4854 -13.1487
45500 27.4886 -102585 -37611.1 -5.37416e-14 -1.1189e-18 -1.33701e-14 -2.70882 27.4886 -13.1237
45600 27.4919 -102979 -37528.6 -4.66538e-14 -9.71445e-19 -2.09462e-14 -2.70556 27.4919 -13.0987
45700 27.4951 -103155 -37523 -3.63652e-14 -1.21431e-19 -3.23603e-14 -2.70231 27.4951 -13.0737
45800 27.4984 -103285 -37744.5 -2.25231e-14 -3.97252e-18 -1.88906e-14 -2.69905 27.4984 -13.0487
45900 27.5016 -103470 -37755.2 -1.08984e-14 -4.4062e-18 -2.02062e-14 -2.6958 27.5016 -13.0237
46000 27.5049 -103761 -37771.8 -8.28148e-15 -7.80626e-19 -2.72276e-14 -2.69254 27.5049 -12.9987
46100 27.5082 -104692 -38094.6 -5.08184e-15 -1.46584e-18 -3.52583e-14 -2.68929 27.5082 -12.9737
46200 27.5114 -105495 -38228 1.50137e-14 -1.85615e-18 -5.14039e-14 -2.68603 27.5114 -12.9487
46300 27.5147 -105928 -38332.1 3.24113e-14 -2.90566e-18 -5.6166e-14 -2.68278 27.5147 -12.9237
46400 27.5179 -106048 -38210.1 4.36281e-14 -1.63931e-18 -4.54663e-14 -2.67952 27.5179 -12.8987
46500 27.5212 -106081 -37903.8 4.34001e-14 -1.37043e-18 -4.3143e-14 -2.67627 27.5212 -12.8737
46600 27.5244 -106061 -37706.2 3.32313e-14 -1.78677e-18 -8.9078e-14 -2.67301 27.5244 -12.8487
46700 27.5277 -106223 -37525.9 3.00881e-14 1.23165e-18 -9.15991e-14 -2.66976 27.5277 -12.8237
46800 27.5309 -106501 -37566.9 4.11186e-14 -2.1684e-19 -1.02604e-13 -2.6665 27.5309 -12.7987
46900 27.5342 -106819 -37573.5 -4.25224e-14 2.11636e-18 -1.47375e-14 -2.66325 27.5342 -12.7737
