# Time-averaged data for fix mNm2
# TimeStep v_ETens v_SZZ v_SXX v_Fx v_Fy v_Fz v_strain v_ETens v_diameter
47000 27.5375 -107266 -37522.4 -2.56519e-14 -1.47451e-18 -2.01775e-14 -2.65999 27.5375 -12.7487
47100 27.5407 -107932 -37530.3 1.46013e-14 -3.9465e-18 4.31328e-14 -2.65674 27.5407 -12.7237
47200 27.544 -108688 -37591 9.08978e-15 8.67362e-20 5.40964e-14 -2.65348 27.544 -12.6987
47300 27.5472 -110300 -37727.6 4.03474e-14 4.85723e-19 8.41736e-14 -2.65022 27.5472 -12.6737
47400 27.5505 -112775 -38218.8 4.61182e-14 1.55258e-18 8.68181e-14 -2.64697 27.5505 -12.6487
47500 27.5537 -114744 -38632.3 3.71795e-14 4.44957e-18 -9.71137e-15 -2.64371 27.5537 -12.6237
47600 27.557 -117563 -39360.3 4.65213e-14 1.33574e-18 -7.76777e-14 -2.64046 27.557 -12.5987
47700 27.5602 -120025 -40018.7 -3.97052e-15 -1.30104e-18 -8.63191e-14 -2.6372 27.5602 -12.5737
47800 27.5635 -122977 -40992.3 -1.81543e-14 -3.82507e-18 -6.14403e-14 -2.63395 27.5635 -12.5487
47900 27.5667 -125244 -41996.4 -3.27689e-15 1.11022e-18 -1.64185e-14 -2.63069 27.5667 -12.5237
48000 27.57 -127049 -43134.8 6.13581e-14 1.49186e-18 4.30882e-15 -2.62744 27.57 -12.4987
48100 27.5733 -129172 -43839 9.27579e-14 -4.32597e-18 7.20069e-15 -2.62418 27.5733 -12.4737
48200 27.5765 -129721 -43475.9 7.49982e-14 3.75893e-18 1.87628e-14 -2.62093 27.5765 -12.4487
48300 27.5798 -130012 -42372.2 1.63469e-13 -3.30465e-18 1.1168e-13 -2.61767 27.5798 -12.4237
48400 27.583 -129847 -41220.4 1.51783e-13 2.01011e-18 2.21023e-13 -2.61442 27.583 -12.3987
48500 27.5863 -128907 -39888.2 1.56533e-14 1.71521e-18 1.9336e-13 -2.61116 27.5863 -12.3737
48600 27.5895 -128212 -39225.6 -6.21868e-15 -5.82542e-18 1.42152e-13 -2.60791 27.5895 -12.3487
48700 27.5928 -127645 -38561.9 -2.588e-14 -4.55256e-18 1.06906e-13 -2.60465 27.5928 -12.3237
48800 27.596 -127363 -37834 -7.03508e-15 -5.83518e-18 8.36503e-14 -2.6014 27.596 -12.2987
48900 27.5993 -127828 -37208.4 2.70044e-14 -2.23346e-18 7.36118e-14 -2.59814 27.5993 -12.2737
49000 27.6026 -128775 -36998.3 2.12734e-14 1.06577e-18 6.62868e-14 -2.59489 27.6026 -12.2487
49100 27.6058 -129900 -37052.2 4.67267e-15 2.22261e-20 5.91499e-14 -2.59163 27.6058 -12.2237
49200 27.6091 -130789 -36669.6 -2.07331e-14 -1.15793e-18 4.14209e-14 -2.58838 27.6091 -12.1987
49300 27.6123 -131555 -36070.7 -5.21851e-14 5.65411e-19 2.2697e-14 -2.58512 27.6123 -12.1737
49400 27.6156 -133179 -35297 -9.32115e-15 -7.54063e-19 4.0473e-14 -2.58187 27.6156 -12.1487
49500 27.6188 -136060 -33904.9 -8.49117e-16 -1.76074e-18 3.48191e-14 -2.57861 27.6188 -12.1237
49600 27.6221 -138212 -32461.1 -2.01766e-14 5.79669e-18 2.8362e-15 -2.57535 27.6221 -12.0987
49700 27.6253 -139036 -31418.1 -9.25838e-14 4.4436e-18 -5.27388e-14 -2.5721 27.6253 -12.0737
49800 27.6286 -139742 -31129.9 -1.43343e-13 -6.48353e-19 -6.32075e-14 -2.56884 27.6286 -12.0487
49900 27.6319 -140510 -31110.3 -1.60264e-13 1.764e-18 -7.21054e-14 -2.56559 27.6319 -12.0237
50000 27.6351 -140344 -30708.9 -1.61722e-13 3.59955e-19 -5.73408e-14 -2.56233 27.6351 -11.9987
50100 27.6384 -139760 -30592.6 -1.53408e-13 1.82634e-18 -4.12538e-14 -2.55908 27.6384 -11.9737
50200 27.6416 -139856 -31227.7 -6.74609e-14 4.83879e-18 5.68187e-14 -2.55582 27.6416 -11.9487
50300 27.6449 -139952 -31490 -7.42227e-14 -3.26562e-18 4.60615e-14 -2.55257 27.6449 -11.9237
50400 27.6481 -140164 -30765.8 -3.48012e-14 -3.09648e-18 5.64137e-14 -2.54931 27.6481 -11.8987
50500 27.6514 -140069 -29667.4 -1.32662e-14 -3.29923e-18 1.00728e-13 -2.54606 27.6514 -11.8737
50600 27.6546 -139348 -28401 -2.36872e-14 -1.19262e-18 1.03829e-13 -2.5428 27.6546 -11.8487
50700 27.6579 -138248 -27096.3 -3.92068e-14 -1.29887e-18 9.00822e-14 -2.53955 27.6579 -11.8237
50800 27.6611 -136709 -25946.7 -4.14482e-14 -1.87567e-18 1.40657e-13 -2.53629 27.6611 -11.7987
50900 27.6644 -135280 -25221.9 -6.56258e-14 5.77229e-18 1.69455e-13 -2.53304 27.6644 -11.7737
51000 27.6677 -134141 -25031.5 -1.57493e-13 -2.00144e-18 1.10033e-13 -2.52978 27.6677 -11.7487
51100 27.6709 -133669 -25015 -5.03919e-13 -2.56305e-18 -3.65731e-14 -2.52653 27.6709 -11.7237
51200 27.6742 -134450 -25301.3 -4.63463e-13 -3.03143e-18 -7.50953e-14 -2.52327 27.6742 -11.6987
51300 27.6774 -135273 -25812.1 -4.15521e-13 -3.27863e-18 -9.81724e-14 -2.52002 27.6774 -11.6737
51400 27.6807 -135023 -25786.9 -3.61881e-13 -1.10155e-18 -1.12317e-13 -2.51676 27.6807 -11.6487
51500 27.6839 -134138 -25267.2 -2.92842e-13 -2.92301e-18 -1.19851e-13 -2.51351 27.6839 -11.6237
51600 27.6872 -133562 -24585.7 -2.089e-13 -1.01915e-18 -1.14126e-13 -2.51025 27.6872 -11.5987
51700 27.6904 -133456 -24303.4 -1.83838e-13 2.00794e-18 -1.19495e-13 -2.507 27.6904 -11.5737
51800 27.6937 -133185 -24115 -1.62094e-13 -8.37004e-19 -1.22709e-13 -2.50374 27.6937 -11.5487
51900 27.697 -133186 -24236.8 -1.47366e-13 -1.60028e-18 -1.10517e-13 -2.50049 27.697 -11.5237
52000 27.7002 -133341 -23426.2 -1.72717e-13 9.38919e-18 -6.34699e-14 -2.49723 27.7002 -11.4987
52100 27.7035 -133443 -22355.5 -1.57221e-13 -6.50521e-20 -4.38008e-14 -2.49397 27.7035 -11.4737
52200 27.7067 -133765 -21669.8 -1.38262e-13 7.11237e-19 -3.65883e-15 -2.49072 27.7067 -11.4487
52300 27.71 -133360 -21150.2 -1.1662e-13 1.81279e-18 2.73896e-14 -2.48746 27.71 -11.4237
52400 27.7132 -132482 -20425.2 -7.35954e-14 -3.76001e-18 2.24502e-13 -2.48421 27.7132 -11.3987
52500 27.7165 -131143 -19807.6 -1.18669e-13 -3.24827e-18 2.77242e-13 -2.48095 27.7165 -11.3737
52600 27.7197 -129668 -19483.1 -9.21335e-14 9.58435e-19 1.33581e-13 -2.4777 27.7197 -11.3487
52700 27.723 -128565 -19708.4 -1.15265e-13 2.98806e-18 9.64007e-14 -2.47444 27.723 -11.3237
52800 27.7263 -127995 -19918.3 -8.55544e-14 1.23165e-18 8.7621e-14 -2.47119 27.7263 -11.2987
52900 27.7295 -127736 -20096.1 -5.47781e-14 -4.59702e-18 1.0026e-13 -2.46793 27.7295 -11.2737
53000 27.7328 -127579 -20233.3 -1.75104e-14 -1.27502e-18 1.17218e-13 -2.46468 27.7328 -11.2487
53100 27.736 -127894 -21117.8 4.07156e-14 2.71484e-18 1.37878e-13 -2.46142 27.736 -11.2237
53200 27.7393 -128785 -21885.1 9.74725e-14 -1.05818e-18 1.60292e-13 -2.45817 27.7393 -11.1987
53300 27.7425 -130429 -21994.1 1.7397e-13 -5.27356e-18 1.6489e-13 -2.45491 27.7425 -11.1737
53400 27.7458 -131625 -21815.3 2.6268e-13 -1.56125e-19 1.82754e-13 -2.45166 27.7458 -11.1487
53500 27.749 -131914 -21247.1 3.59369e-13 -2.59341e-18 2.2591e-13 -2.4484 27.749 -11.1237
53600 27.7523 -131545 -20570 4.37686e-13 2.09034e-18 2.91879e-13 -2.44515 27.7523 -11.0987
53700 27.7556 -132351 -20276.7 1.4251e-13 -5.79398e-18 1.37206e-13 -2.44189 27.7556 -11.0737
53800 27.7588 -133785 -19989.7 1.18552e-13 5.29091e-19 1.55622e-13 -2.43864 27.7588 -11.0487
53900 27.7621 -134686 -20000 7.55195e-14 2.71484e-18 7.89057e-14 -2.43538 27.7621 -11.0237
54000 27.7653 -135351 -20088.2 6.60001e-14 -1.56992e-18 1.21612e-14 -2.43213 27.7653 -10.9987
54100 27.7686 -135214 -19800.7 3.73057e-14 4.00721e-18 2.79081e-15 -2.42887 27.7686 -10.9737
54200 27.7718 -134623 -19323.4 -8.59686e-15 3.26995e-18 -8.45425e-15 -2.42562 27.7718 -10.9487
54300 27.7751 -133740 -18680.1 -4.70768e-15 -2.02095e-18 -8.4416e-16 -2.42236 27.7751 -10.9237
54400 27.7783 -132734 -17941.7 -1.41154e-14 -2.88831e-18 -1.13738e-14 -2.4191 27.7783 -10.8987
54500 27.7816 -131739 -17232.7 -6.27943e-14 -2.86229e-19 -4.10798e-14 -2.41585 27.7816 -10.8737
54600 27.7848 -130834 -16574.9 -5.93411e-14 3.52149e-18 -4.03816e-14 -2.41259 27.7848 -10.8487
54700 27.7881 -130038 -15958.2 -6.07694e-14 -1.89085e-18 -6.18525e-14 -2.40934 27.7881 -10.8237
54800 27.7914 -129634 -15574.1 -5.58528e-14 1.26635e-18 -9.12204e-14 -2.40608 27.7914 -10.7987
54900 27.7946 -129707 -15490.5 -5.04367e-14 1.96891e-18 -1.19416e-13 -2.40283 27.7946 -10.7737
55000 27.7979 -129721 -15412.6 -5.42216e-14 -1.68702e-18 -1.69164e-13 -2.39957 27.7979 -10.7487
55100 27.8011 -130301 -15308.1 -6.30892e-14 -1.42247e-18 -1.7676e-13 -2.39632 27.8011 -10.7237
55200 27.8044 -131244 -15170.1 -7.45114e-14 -1.56125e-19 -1.69145e-13 -2.39306 27.8044 -10.6987
55300 27.8076 -132177 -15010.2 -1.50974e-13 -1.36176e-18 3.77862e-14 -2.38981 27.8076 -10.6737
55400 27.8109 -133001 -14538.5 -1.1999e-13 -1.47451e-18 5.30948e-14 -2.38655 27.8109 -10.6487
55500 27.8141 -133665 -13860.9 -1.10114e-13 -3.03577e-19 3.29799e-14 -2.3833 27.8141 -10.6237
55600 27.8174 -134550 -12974.6 -1.04257e-13 -2.23779e-18 1.99168e-14 -2.38004 27.8174 -10.5987
55700 27.8207 -135044 -12508.5 -2.16733e-14 1.9082e-19 -2.7538e-15 -2.37679 27.8207 -10.5737
55800 27.8239 -135254 -12185.9 2.71074e-13 7.63278e-19 2.37939e-13 -2.37353 27.8239 -10.5487
55900 27.8272 -136489 -12300.3 1.70671e-13 -7.50268e-19 2.00385e-13 -2.37028 27.8272 -10.5237
56000 27.8304 -138684 -12739.4 2.20508e-16 4.48426e-18 1.60435e-13 -2.36702 27.8304 -10.4987
56100 27.8337 -139538 -12520.8 -1.11132e-13 -1.00094e-17 1.04009e-13 -2.36377 27.8337 -10.4737
56200 27.8369 -139392 -11842.7 -2.48095e-13 5.2638e-18 9.77752e-14 -2.36051 27.8369 -10.4487
56300 27.8402 -138705 -11116.8 -3.13238e-13 2.38524e-20 6.92406e-14 -2.35726 27.8402 -10.4237
56400 27.8434 -138039 -10453.8 -3.39985e-13 4.59919e-18 3.0386e-14 -2.354 27.8434 -10.3987
56500 27.8467 -137299 -9928.42 -3.75898e-13 3.50197e-19 4.36897e-14 -2.35075 27.8467 -10.3737
56600 27.85 -136699 -9596.65 -4.09042e-13 1.08203e-18 3.34433e-14 -2.34749 27.85 -10.3487
56700 27.8532 -136761 -10023.5 -3.89374e-13 -3.82073e-18 -1.56971e-14 -2.34424 27.8532 -10.3237
56800 27.8565 -137482 -10788.1 -3.66928e-13 -6.70471e-18 -6.28062e-14 -2.34098 27.8565 -10.2987
56900 27.8597 -138187 -11344.2 -3.3304e-13 -6.30138e-18 -1.14801e-13 -2.33772 27.8597 -10.2737
57000 27.863 -139638 -12172 -5.34217e-13 1.87784e-18 -6.95952e-14 -2.33447 27.863 -10.2487
57100 27.8662 -140712 -12708.1 -5.33492e-13 -2.19009e-18 -1.59015e-13 -2.33121 27.8662 -10.2237
57200 27.8695 -141813 -13244.1 -4.21346e-13 -8.1532e-18 -2.61301e-13 -2.32796 27.8695 -10.1987
57300 27.8727 -142474 -13211 -3.55059e-13 6.67435e-18 -3.19822e-13 -2.3247 27.8727 -10.1737
57400 27.876 -142446 -12557.9 -2.7875e-13 1.47451e-18 -3.55373e-13 -2.32145 27.876 -10.1487
57500 27.8792 -142241 -11688 -1.8016e-13 -1.29237e-18 -3.67947e-13 -2.31819 27.8792 -10.1237
57600 27.8825 -141998 -10730 -6.8365e-14 -1.58727e-18 -3.67568e-13 -2.31494 27.8825 -10.0987
57700 27.8858 -141810 -9693.02 -1.51986e-14 -1.39212e-18 -2.70887e-13 -2.31168 27.8858 -10.0737
57800 27.889 -141889 -8657.4 -6.42851e-14 -5.24754e-19 -2.93936e-14 -2.30843 27.889 -10.0487
57900 27.8923 -142358 -7739.71 9.12591e-15 6.33174e-19 7.70102e-14 -2.30517 27.8923 -10.0237
58000 27.8955 -142821 -7033 1.28028e-13 -5.92842e-18 5.8813e-14 -2.30192 27.8955 -9.99873
58100 27.8988 -143459 -6503.68 2.35522e-13 5.03503e-18 3.74105e-14 -2.29866 27.8988 -9.97373
58200 27.902 -144610 -6278.09 3.32893e-13 2.73219e-19 1.83186e-14 -2.29541 27.902 -9.94873
58300 27.9053 -146093 -6125.84 4.13284e-13 7.40727e-18 2.9033e-15 -2.29215 27.9053 -9.92373
58400 27.9085 -147446 -6023.83 4.52826e-13 -2.68882e-18 -8.53902e-14 -2.2889 27.9085 -9.89873
58500 27.9118 -148706 -5873.05 5.23567e-13 3.46077e-18 -1.06721e-13 -2.28564 27.9118 -9.87373
58600 27.9151 -149801 -5738.59 5.49924e-13 -5.41017e-18 -5.23907e-14 -2.28239 27.9151 -9.84873
58700 27.9183 -150701 -5669.71 5.44068e-13 -1.68485e-18 4.83693e-15 -2.27913 27.9183 -9.82373
58800 27.9216 -151409 -5522.34 5.77641e-13 1.08637e-18 1.83688e-14 -2.27588 27.9216 -9.79873
58900 27.9248 -152143 -5420.03 5.88903e-13 -1.91253e-18 4.71698e-14 -2.27262 27.9248 -9.77373
59000 27.9281 -152661 -5356.23 5.36983e-13 -2.05565e-18 2.08231e-13 -2.26937 27.9281 -9.74873
59100 27.9313 -152959 -5154.86 5.08829e-13 -8.32667e-19 2.84233e-13 -2.26611 27.9313 -9.72373
59200 27.9346 -153011 -4915.74 5.12877e-13 -1.65449e-18 2.69604e-13 -2.26285 27.9346 -9.69873
59300 27.9378 -152845 -4617.55 5.08523e-13 -2.03613e-18 2.60111e-13 -2.2596 27.9378 -9.67373
59400 27.9411 -152584 -4188.07 5.02894e-13 -1.39212e-18 2.44346e-13 -2.25634 27.9411 -9.64873
59500 27.9444 -152242 -3773.04 4.91002e-13 -3.72966e-18 2.21855e-13 -2.25309 27.9444 -9.62373
59600 27.9476 -152005 -3470.32 4.42757e-13 3.00975e-18 1.83522e-13 -2.24983 27.9476 -9.59873
59700 27.9509 -152516 -3658.82 4.03482e-13 -1.51788e-19 1.46972e-13 -2.24658 27.9509 -9.57373
59800 27.9541 -153082 -3788.25 3.80397e-13 -1.23599e-18 1.07903e-13 -2.24332 27.9541 -9.54873
59900 27.9574 -154063 -3462.52 3.23679e-13 -2.35272e-18 6.41517e-14 -2.24007 27.9574 -9.52373
60000 27.9606 -154927 -3122.61 2.6183e-13 -3.16153e-18 3.68419e-14 -2.23681 27.9606 -9.49873
60100 27.9639 -155655 -3326.45 1.23314e-13 -1.24466e-18 4.34351e-14 -2.23356 27.9639 -9.47373
60200 27.9671 -156139 -3730.51 1.29416e-13 2.97071e-19 2.05638e-14 -2.2303 27.9671 -9.44873
60300 27.9704 -156268 -4252.12 1.3358e-13 -2.88831e-18 1.97157e-14 -2.22705 27.9704 -9.42373
60400 27.9736 -155828 -4493.95 2.34848e-13 -1.61329e-18 -1.78346e-14 -2.22379 27.9736 -9.39873
60500 27.9769 -155006 -4488.46 2.54453e-13 1.0842e-19 -9.28868e-15 -2.22054 27.9769 -9.37373
60600 27.9802 -153961 -4267.89 3.60068e-13 -2.18575e-18 2.30659e-13 -2.21728 27.9802 -9.34873
60700 27.9834 -153177 -4068.1 4.5523e-13 2.9924e-18 1.76078e-13 -2.21403 27.9834 -9.32373
60800 27.9867 -152927 -3640.19 4.27659e-13 -1.75641e-19 1.46637e-13 -2.21077 27.9867 -9.29873
60900 27.9899 -153048 -2732.73 3.60232e-13 -2.35272e-19 1.76901e-13 -2.20752 27.9899 -9.27373
61000 27.9932 -152721 -2051.8 2.76423e-13 -3.42499e-18 1.71727e-13 -2.20426 27.9932 -9.24873
61100 27.9964 -152202 -1622.53 2.17836e-13 3.63641e-18 1.72543e-13 -2.20101 27.9964 -9.22373
61200 27.9997 -151845 -1235.28 1.84245e-13 -4.80844e-18 1.74115e-13 -2.19775 27.9997 -9.19873
61300 28.0029 -151372 -996.56 1.68883e-13 2.06053e-18 1.62381e-13 -2.1945 28.0029 -9.17373
61400 28.0062 -151519 -906.499 1.92186e-13 -3.30844e-18 1.69593e-13 -2.19124 28.0062 -9.14873
61500 28.0095 -151639 -870.787 2.73692e-13 -2.87449e-18 1.88996e-13 -2.18799 28.0095 -9.12373
61600 28.0127 -151918 -1039.09 4.1793e-13 -1.13055e-18 2.44703e-13 -2.18473 28.0127 -9.09873
61700 28.016 -153065 -1514.54 6.91692e-13 -4.77578e-18 3.62125e-13 -2.18147 28.016 -9.07373
61800 28.0192 -153794 -1995.06 6.30878e-13 -3.36103e-18 3.14461e-13 -2.17822 28.0192 -9.04873
61900 28.0225 -153909 -2491.29 5.21893e-13 1.17649e-18 2.76448e-13 -2.17496 28.0225 -9.02373
62000 28.0257 -153970 -3122.61 4.83651e-13 4.56713e-18 2.33078e-13 -2.17171 28.0257 -8.99873
62100 28.029 -153708 -3617.73 6.7267e-13 5.22585e-19 1.62491e-13 -2.16845 28.029 -8.97373
62200 28.0322 -153205 -3923.17 5.10109e-13 1.86225e-18 1.72682e-13 -2.1652 28.0322 -8.94873
62300 28.0355 -152486 -4145.39 3.43561e-13 -8.55164e-20 1.89571e-13 -2.16194 28.0355 -8.92373
62400 28.0388 -151587 -4249.82 3.4805e-13 -9.74427e-19 4.24018e-13 -2.15869 28.0388 -8.89873
62500 28.042 -150624 -4271.38 1.79256e-13 1.20753e-18 3.8059e-13 -2.15543 28.042 -8.87373
62600 28.0453 -149736 -4273.63 1.00219e-13 5.99564e-19 3.09204e-13 -2.15218 28.0453 -8.84873
62700 28.0485 -149252 -4218.05 3.82094e-14 7.72494e-20 2.37067e-13 -2.14892 28.0485 -8.82373
62800 28.0518 -148796 -4111.69 -2.75862e-14 3.45928e-18 1.73087e-13 -2.14567 28.0518 -8.79873
62900 28.055 -148990 -3843.18 -6.01793e-14 1.0121e-18 6.86426e-14 -2.14241 28.055 -8.77373
63000 28.0583 -149209 -3788.84 -6.79689e-14 -2.81513e-18 3.74856e-16 -2.13916 28.0583 -8.74873
63100 28.0615 -149181 -3797.33 -5.67685e-14 -2.00767e-18 -5.7371e-14 -2.1359 28.0615 -8.72373
63200 28.0648 -148764 -3774.83 -7.29085e-14 -4.49673e-19 -9.73548e-14 -2.13265 28.0648 -8.69873
63300 28.0681 -148082 -3652.74 -1.23388e-13 -2.57444e-18 -9.767e-14 -2.12939 28.0681 -8.67373
63400 28.0713 -147319 -3482.05 -6.19181e-14 7.09014e-18 -1.25908e-13 -2.12614 28.0713 -8.64873
63500 28.0746 -146515 -3319.63 -1.64427e-13 7.10532e-18 1.18916e-14 -2.12288 28.0746 -8.62373
63600 28.0778 -145891 -3144.43 -3.30067e-13 -5.79614e-18 2.20602e-13 -2.11963 28.0778 -8.59873
63700 28.0811 -145434 -3038.56 -1.64661e-13 -1.5748e-18 -2.46851e-15 -2.11637 28.0811 -8.57373
63800 28.0843 -145055 -2894.4 2.8749e-13 2.7452e-18 -7.18403e-13 -2.11312 28.0843 -8.54873
63900 28.0876 -144663 -2733.14 3.67331e-13 -6.81963e-19 -7.98669e-13 -2.10986 28.0876 -8.52373
64000 28.0908 -144280 -2515.74 4.56112e-13 -3.48463e-18 -8.40513e-13 -2.1066 28.0908 -8.49873
64100 28.0941 -144062 -2325.86 4.63444e-13 1.57535e-18 -8.36009e-13 -2.10335 28.0941 -8.47373
64200 28.0973 -144548 -2570.97 4.21066e-13 -3.35669e-18 -7.97205e-13 -2.10009 28.0973 -8.44873
64300 28.1006 -144973 -2887.6 4.10576e-13 -1.65775e-18 -7.13052e-13 -2.09684 28.1006 -8.42373
64400 28.1039 -145155 -3131.43 4.79339e-13 3.62774e-18 -6.7857e-13 -2.09358 28.1039 -8.39873
64500 28.1071 -145035 -3232.15 4.60286e-13 -3.67219e-18 -5.8274e-13 -2.09033 28.1071 -8.37373
64600 28.1104 -144888 -3293.12 4.11322e-13 -3.67653e-18 -4.6107e-13 -2.08707 28.1104 -8.34873
64700 28.1136 -145353 -3596.9 3.61325e-13 4.58943e-18 -3.501e-13 -2.08382 28.1136 -8.32373
64800 28.1169 -146524 -3439.6 3.23761e-13 5.43185e-19 -2.32637e-13 -2.08056 28.1169 -8.29873
64900 28.1201 -147238 -2797.44 2.87541e-13 5.35596e-19 -1.44806e-13 -2.07731 28.1201 -8.27373
65000 28.1234 -147575 -2082.02 2.58688e-13 -1.11781e-18 -7.70887e-14 -2.07405 28.1234 -8.24873
65100 28.1266 -147210 -1356.41 5.01498e-13 2.97288e-18 9.92722e-14 -2.0708 28.1266 -8.22373
65200 28.1299 -146632 -613.711 4.88406e-13 -1.1601e-18 1.59452e-13 -2.06754 28.1299 -8.19873
65300 28.1332 -146508 408.761 3.3485e-13 8.39172e-19 1.46894e-13 -2.06429 28.1332 -8.17373
65400 28.1364 -146262 1396.69 2.18736e-13 3.4521e-18 1.16115e-13 -2.06103 28.1364 -8.14873
65500 28.1397 -146264 2021.46 2.22565e-13 -3.44776e-18 -2.20166e-14 -2.05778 28.1397 -8.12373
65600 28.1429 -146069 2525.12 1.66772e-13 -6.04768e-18 -6.91263e-14 -2.05452 28.1429 -8.09873
65700 28.1462 -145339 3029.17 8.1552e-14 4.17852e-18 -1.63827e-13 -2.05127 28.1462 -8.07373
65800 28.1494 -144891 3621.21 4.68354e-14 -4.03974e-18 -2.50895e-13 -2.04801 28.1494 -8.04873
65900 28.1527 -144561 4152.32 9.32346e-14 -5.05238e-19 -3.07115e-13 -2.04476 28.1527 -8.02373
66000 28.1559 -144408 4638.96 -6.03019e-15 1.11673e-18 -2.2356e-13 -2.0415 28.1559 -7.99873
66100 28.1592 -144409 5106.73 -6.67769e-14 2.71051e-19 -1.33332e-13 -2.03825 28.1592 -7.97373
66200 28.1625 -144026 5368.81 -9.5659e-14 7.26415e-20 -8.63095e-14 -2.03499 28.1625 -7.94873
66300 28.1657 -143530 5439.9 -1.13515e-13 -3.99745e-18 -5.21431e-14 -2.03174 28.1657 -7.92373
66400 28.169 -143327 5414.13 -2.91227e-13 -2.78206e-18 -1.09928e-13 -2.02848 28.169 -7.89873
66500 28.1722 -143778 5615.43 -4.06928e-13 -9.08561e-19 -1.41861e-13 -2.02522 28.1722 -7.87373
66600 28.1755 -143799 5697 -3.90978e-13 -2.90566e-19 -1.41637e-13 -2.02197 28.1755 -7.84873
66700 28.1787 -143458 5704.37 -2.99138e-13 -4.51245e-18 -9.7355e-14 -2.01871 28.1787 -7.82373
66800 28.182 -143459 5758.05 -1.28956e-13 2.42428e-18 4.75503e-15 -2.01546 28.182 -7.79873
66900 28.1852 -143716 5621.96 2.52269e-14 1.25334e-18 -2.3059e-14 -2.0122 28.1852 -7.77373
67000 28.1885 -143832 5362.28 1.44614e-14 3.75351e-18 -3.53675e-14 -2.00895 28.1885 -7.74873
67100 28.1917 -144181 5279.47 -4.09598e-14 -2.86229e-18 -3.52836e-14 -2.00569 28.1917 -7.72373
67200 28.195 -145026 5387.67 -6.65265e-14 3.31549e-18 -5.95921e-14 -2.00244 28.195 -7.69873
67300 28.1983 -145528 5428.72 -8.67368e-14 3.00324e-18 -9.39579e-14 -1.99918 28.1983 -7.67373
67400 28.2015 -145609 5414.03 -1.03855e-13 6.36427e-19 -1.51042e-13 -1.99593 28.2015 -7.64873
67500 28.2048 -145483 5378.07 -1.00398e-13 -2.87856e-18 -3.11087e-13 -1.99267 28.2048 -7.62373
67600 28.208 -145374 5459.33 5.59352e-14 -1.50162e-18 -3.61481e-13 -1.98942 28.208 -7.59873
67700 28.2113 -146143 5513.74 1.02538e-13 6.09322e-18 -3.59194e-13 -1.98616 28.2113 -7.57373
67800 28.2145 -147197 5521.07 8.16367e-14 -7.04731e-19 -3.42698e-13 -1.98291 28.2145 -7.54873
67900 28.2178 -148012 5485.05 6.74384e-14 8.86227e-18 -3.47202e-13 -1.97965 28.2178 -7.52373
68000 28.221 -148836 5119.99 5.99435e-14 1.77159e-18 -3.27489e-13 -1.9764 28.221 -7.49873
68100 28.2243 -149321 4840.68 -1.34248e-14 -1.24792e-18 -3.41735e-13 -1.97314 28.2243 -7.47373
68200 28.2276 -149638 4569.78 7.03094e-14 -1.85507e-18 -3.61901e-13 -1.96989 28.2276 -7.44873
68300 28.2308 -149945 4404.63 1.12518e-13 4.58184e-18 -3.84202e-13 -1.96663 28.2308 -7.42373
68400 28.2341 -150192 4684.02 3.32333e-14 4.9071e-18 -3.43381e-13 -1.96338 28.2341 -7.39873
68500 28.2373 -150583 5389.82 -9.27666e-15 1.21431e-18 -2.7113e-13 -1.96012 28.2373 -7.37373
68600 28.2406 -150794 6095.35 9.67319e-14 2.89916e-18 -1.66664e-13 -1.95687 28.2406 -7.34873
68700 28.2438 -151670 6831.33 8.50352e-14 -2.60425e-18 -1.07465e-13 -1.95361 28.2438 -7.32373
68800 28.2471 -153037 7354.81 6.39778e-14 3.96818e-19 -6.54598e-14 -1.95035 28.2471 -7.29873
68900 28.2503 -153196 7766.37 5.01616e-14 4.10913e-18 -3.68416e-14 -1.9471 28.2503 -7.27373
69000 28.2536 -152511 8110.49 3.61339e-14 -6.39679e-19 -1.59143e-14 -1.94384 28.2536 -7.24873
69100 28.2569 -151564 8456.72 9.67209e-15 -5.91974e-19 3.53431e-15 -1.94059 28.2569 -7.22373
69200 28.2601 -150692 8836.02 -4.96982e-14 2.99673e-18 3.79842e-14 -1.93733 28.2601 -7.19873
69300 28.2634 -150708 9464.13 -1.00337e-13 -4.55799e-18 5.52372e-14 -1.93408 28.2634 -7.17373
69400 28.2666 -150668 10038.7 -1.18077e-13 4.82036e-18 6.33872e-14 -1.93082 28.2666 -7.14873
69500 28.2699 -150419 10515.2 -1.33747e-13 -5.72242e-18 6.4181e-14 -1.92757 28.2699 -7.12373
69600 28.2731 -150542 11217.4 -1.47741e-13 -2.69966e-18 6.02162e-14 -1.92431 28.2731 -7.09873
69700 28.2764 -150383 11798.7 -2.1521e-13 2.74303e-18 1.19994e-13 -1.92106 28.2764 -7.07373
69800 28.2796 -150002 11947.3 -2.79233e-13 7.35089e-18 8.08913e-14 -1.9178 28.2796 -7.04873
69900 28.2829 -150509 12184.7 -3.17919e-13 3.52149e-18 2.76161e-14 -1.91455 28.2829 -7.02373
70000 28.2861 -151334 12559.9 -2.82466e-13 3.10516e-18 3.40288e-17 -1.91129 28.2861 -6.99873
70100 28.2894 -151542 12850.6 -3.18123e-13 -5.18899e-18 2.86868e-14 -1.90804 28.2894 -6.97373
